logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
NDUFB5	-0.0879631557003883	-0.247251559096462	0.0713252476956857	6.32962869059529	-1.1309475160557	0.267627480751776	0.492484271625937	-5.74176166745522
DHRS1	0.19943933102307	-0.161757593971305	0.560636256017444	4.83800079002835	1.13081763662611	0.267681231715811	0.492484271625937	-5.74190279209256
ANGPTL4	0.459120579889195	-0.37241080591394	1.29065196569233	6.24232593819106	1.13076907604835	0.267701330654823	0.492484271625937	-5.74195555334742
RP11.212I21.2	-0.093895275375363	-0.263953079292045	0.0761625285413187	0.179894227231361	-1.13076662708054	0.267702344297227	0.492484271625937	-5.74195821410574
AP000936.1	-0.16343884470022	-0.459519326078238	0.132641636677799	1.61032970283324	-1.13050194645479	0.267811913578712	0.492542318623389	-5.74224575379432
RP4.777O23.1	0.242191337496662	-0.196579080921629	0.680961755914954	1.13218796670949	1.13043884952591	0.267838038475837	0.492542318623389	-5.74231429102409
LITAF	-0.145071182722025	-0.40789981637327	0.11775745092922	6.09555296417213	-1.13040555563976	0.267851824349543	0.492542318623389	-5.74235045414947
RASSF8	0.146743391175366	-0.119179203608027	0.412665985958758	1.95426921420606	1.13013186466699	0.267965170015227	0.492627967091536	-5.74264769482802
ERBB2	-0.12635148765458	-0.355403904939896	0.102700929630736	2.88051340597987	-1.12972122710808	0.268135295534746	0.492627967091536	-5.74309354271269
LRRC6	-0.178235741665155	-0.501368240126855	0.144896756796545	2.44694669928073	-1.12963975492907	0.268169058433144	0.492627967091536	-5.74318198322457
FAM199X	0.177754025673049	-0.14450984979732	0.500017901143418	1.67228052782128	1.12962326571973	0.26817589210351	0.492627967091536	-5.7431998820528
MGST1	0.286114426567764	-0.232626946956486	0.804855800092014	6.84019154413381	1.12957397483787	0.268196320617036	0.492627967091536	-5.74325338526318
POP1	0.193028366738376	-0.156977533942555	0.543034267419306	1.90391575100154	1.12946188255345	0.268242781248826	0.492627967091536	-5.74337504887983
SOX6	0.205926789531343	-0.167475462703561	0.579329041766247	2.1852340378354	1.12943625492534	0.268253404348718	0.492627967091536	-5.74340286325477
NOLC1	-0.136906855899566	-0.385167622990365	0.111353911191232	4.33602079335498	-1.12938733387898	0.268273683823428	0.492627967091536	-5.74345595702631
GOT2	0.112354664160614	-0.0913867108165128	0.31609603913774	4.84053488113256	1.1293737313914	0.268279322724716	0.492627967091536	-5.74347071936722
PPP4C	-0.174304295978982	-0.490391976306203	0.14178338434824	4.69300608671487	-1.1293442125103	0.26829156005049	0.492627967091536	-5.74350275469955
RP11.490K7.4	0.253861831475205	-0.206704734489014	0.714428397439425	1.57301294234549	1.12883589270519	0.268502352140929	0.492942779827962	-5.74405428856673
FAM212A	0.274064072650622	-0.223273250204035	0.771401395505278	1.90314919263755	1.12856574409743	0.268614427222221	0.492976557008425	-5.74434731143587
APOBEC3A	-0.0480719969806454	-0.135308966316932	0.0391649723556408	0.0805144625200576	-1.12854115960118	0.268624628138949	0.492976557008425	-5.74437397440137
MIF	-0.159597526208569	-0.449239221899611	0.130044169482473	9.17451044564452	-1.128472247444	0.268653223555829	0.492976557008425	-5.74444870984155
DESI1	0.132916759797456	-0.108316963649204	0.374150483244116	3.54174952986217	1.1284115798893	0.26867839966049	0.492976557008425	-5.74451450054535
PPHLN1	-0.085135077275403	-0.239661603509887	0.0693914489590812	5.56407280251068	-1.12831744199253	0.268717468824226	0.492976557008425	-5.74461658165915
PRSS36	-0.238102335863789	-0.670407710442524	0.194203038714946	1.23989006552388	-1.12797332679258	0.268860318696175	0.493166416814971	-5.744989666789
CFAP36	-0.102414505973108	-0.288402137267198	0.0835731253209825	5.59092562680203	-1.12772503037251	0.268963426187115	0.493283332863663	-5.74525880208923
TRAV30	0.0448329349597171	-0.0366115158622801	0.126277385781714	0.0192141149827359	1.12735703755796	0.269116291383881	0.493491457784286	-5.74565758032377
ATP6V1G2.DDX39B	0.245163308470664	-0.200285394757044	0.690612011698373	3.12856710287965	1.12715484824604	0.269200308114001	0.493533775620459	-5.74587663385567
PDK2	0.167897873995384	-0.137183541340749	0.472979289331517	4.99261176441119	1.1270813235134	0.26923086491591	0.493533775620459	-5.74595628226979
SETD5	-0.17438564681526	-0.491273809594031	0.14250251596351	4.27533914547593	-1.12701716029658	0.2692575331318	0.493533775620459	-5.74602578560445
CTD.2349P21.9	-0.272254762945435	-0.767138110010786	0.222628584119916	1.45198311315907	-1.12667447433273	0.269399996365332	0.493589640049248	-5.74639693128485
RPAIN	0.131504728641939	-0.107545782732578	0.370555240016456	4.94267057751559	1.12662011568903	0.269422599639171	0.493589640049248	-5.74645579490857
IGHV1OR15.9	-0.0816666851237626	-0.230132154632936	0.0667987843854108	0.0789264821276808	-1.1265365340262	0.269457357030876	0.493589640049248	-5.7465462983652
TXNIP	0.285790493813604	-0.233784313879587	0.805365301506796	8.29335525503592	1.12648523097579	0.269478692984268	0.493589640049248	-5.74660184703459
IGHV1.69	-0.391548887684075	-1.10340484513172	0.320307069763574	0.467455395469725	-1.12647012796807	0.269484974267909	0.493589640049248	-5.7466181994629
ENG	0.206833273108467	-0.169278993893619	0.582945540110553	6.59458997431441	1.12623421026745	0.269583105290741	0.493628464384517	-5.74687360790435
SNX29P1	-0.201029462826774	-0.566589343966779	0.164530418313231	0.640797178090759	-1.12622974561421	0.269584962632342	0.493628464384517	-5.74687844094256
PGLS	-0.112029967092579	-0.315799257976565	0.0917393237914082	5.382518075921	-1.1259556464585	0.269699008420174	0.493762880867688	-5.74717512297972
PPP1R21	-0.157071110372138	-0.442788204052093	0.128645983307818	2.67022387360381	-1.12586391271731	0.269737184320776	0.493762880867688	-5.74727439991873
RP11.25I15.1	-0.205319869827134	-0.578836860938009	0.168197121283741	0.999023212887852	-1.12576158958316	0.269779771711319	0.493768702825419	-5.74738512831316
HIST1H3D	-0.312995654487336	-0.882655101947248	0.256663792972575	1.0354517027741	-1.12524945844103	0.269992996264057	0.493957419376681	-5.74793919028755
RP11.160O5.1	-0.354332394529311	-0.999253345041473	0.29058855598285	1.50930087564533	-1.12520118953933	0.270013099184118	0.493957419376681	-5.7479913993676
RP11.111K18.1	-0.103414908959026	-0.291644210451065	0.0848143925330138	3.6814464286299	-1.12517929588781	0.270022217757928	0.493957419376681	-5.74801507951961
DNAJC9	-0.122076286402188	-0.344329885908558	0.100177313104182	2.82069160939208	-1.12488549050013	0.270144607467703	0.493957419376681	-5.74833281851248
TRAV13.2	-0.0418112193686141	-0.117933301731499	0.0343108629942711	0.0238921253534938	-1.12488462818072	0.270144966740754	0.493957419376681	-5.74833375096577
PVT1	-0.167484521388652	-0.472423501134231	0.137454458356927	3.86724811654018	-1.12483168796755	0.27016702418498	0.493957419376681	-5.74839099564754
C16orf89	-0.527846435537479	-1.48892710593763	0.433234234862671	3.02894583962436	-1.12479547206895	0.27018211422355	0.493957419376681	-5.74843015477802
ZNF749	0.327548592384244	-0.268873191828831	0.92397037659732	2.53038662879555	1.12472940286267	0.270209644776295	0.493957419376681	-5.74850159040613
CCR6	0.0908332159025703	-0.0745816571572033	0.256248088962344	0.15009350555239	1.12459446924005	0.270265876923852	0.493957419376681	-5.74864747203072
GXYLT1	-0.207384115442233	-0.58505695514695	0.170288724262483	1.37508323626225	-1.12456754016962	0.270277100338909	0.493957419376681	-5.74867658411434
CISD1	0.155838958437486	-0.127995295661316	0.439673212536287	6.40657523479892	1.12444194921786	0.270329448197714	0.493981039217931	-5.74881234774325
CCDC149	0.15794670201037	-0.129766947729434	0.445660351750174	2.01205981042417	1.12428367538396	0.270395429119801	0.493995505587454	-5.74898342183657
IL1R1	-0.185952025952508	-0.524694829138885	0.152790777233869	4.79394965558054	-1.12423382058966	0.270416214910164	0.493995505587454	-5.7490373040486
NFATC2	-0.245476774435365	-0.692695714828505	0.201742165957775	1.7931211257479	-1.12412868117115	0.270460054116456	0.494003568233119	-5.74915092980113
RP5.1028K7.3	-0.149070091887084	-0.42078573837524	0.122645554601072	1.95612753649689	-1.12357399892689	0.270691420885489	0.494339686115642	-5.74975022290599
GSPT1	0.0986403601553624	-0.081180324377659	0.278461044688384	3.61284062060666	1.12341653455028	0.270757127826206	0.494339686115642	-5.7499203023758
ZFAND4	-0.181951579847038	-0.513659026688121	0.149755866994045	1.84862842288857	-1.12337930279551	0.270772665625508	0.494339686115642	-5.74996051373724
GALNT6	0.192841330140318	-0.1587406235712	0.544423283851835	0.638525184020889	1.123309293951	0.270801883918417	0.494339686115642	-5.75003612200452
UBE2G2	-0.124030925807148	-0.350180909750279	0.102119058135983	4.70950012220192	-1.12320553013864	0.270845194085371	0.494346727150721	-5.75014817711643
LCK	-0.069450468814598	-0.196117864242289	0.0572169266130933	0.211972066191082	-1.12288724857227	0.270978073419181	0.494517223993932	-5.75049183226697
IGHMBP2	-0.182741352356024	-0.516127594159908	0.15064488944786	2.89259759869051	-1.12257397607776	0.271108907487766	0.494683939248828	-5.75082999231546
CDC73	0.14039095815623	-0.11578436966578	0.396566285978239	3.45730576253097	1.12234828248866	0.271203193664176	0.494783927870141	-5.75107356254728
AP1M1	-0.0971727238809877	-0.274586470171575	0.0802410224095999	5.48502958468429	-1.12171601133375	0.271467458517391	0.495193951844943	-5.7517556766023
PRUNE2	0.262730904731628	-0.217097189117205	0.742558998580462	3.44056566613767	1.12137610588871	0.271609602634689	0.495381123873748	-5.75212223246032
C8orf58	-0.203006426904556	-0.573832663134434	0.167819809325322	1.63264917709934	-1.12115367017511	0.271702651487251	0.495478710978788	-5.7523620534926
SMIM18	0.245132463584549	-0.202705649926427	0.692970577095525	0.604511459398321	1.12099993416848	0.271766975463312	0.495523894434706	-5.75252777997387
LARGE	-0.162897983346014	-0.460594887968051	0.134798921276023	2.35817817045935	-1.12064278076116	0.271916452801192	0.495724305776072	-5.75291270917623
HOXB7	-0.153635730377693	-0.434465973562294	0.127194512806908	0.289817865177914	-1.12040273991919	0.2720169490289	0.495776103976419	-5.75317135512209
HMHA1	0.295330066710431	-0.244510898131637	0.835171031552499	1.94832968971508	1.12038590166801	0.272023999588019	0.495776103976419	-5.75318949657706
D2HGDH	-0.184546656876339	-0.521932120633731	0.152838806881053	2.49865335914055	-1.12022593743648	0.272090986830144	0.495816874726386	-5.75336182890822
SMARCA5	-0.104115071362149	-0.294470709368826	0.0862405666445292	3.50813378890248	-1.12014350650265	0.272125510574091	0.495816874726386	-5.75345062446738
ANP32B	-0.106866805048391	-0.302317216698553	0.0885836066017714	5.18704382692413	-1.11977829473305	0.27227850667592	0.49596692205987	-5.75384396313248
PHKG2	-0.0957065105759083	-0.270748859763415	0.0793358386115981	4.25510342241898	-1.1197579588841	0.272287027681552	0.49596692205987	-5.75386586171456
TMEM192	0.116071721086347	-0.0962796566361855	0.32842309880888	3.52174088362726	1.11943053726476	0.27242424840978	0.496144743106765	-5.75421839450946
RP3.449O17.1	-0.162639943038002	-0.460254617074583	0.134974730998578	2.95349476447997	-1.11917675628368	0.272530641029795	0.496266375832485	-5.75449157420002
ARPC4.TTLL3	0.202293822671169	-0.167932554634442	0.572520199976781	2.96630662041143	1.11902830699176	0.272592889327088	0.496307600009941	-5.75465134458439
AKAP1	0.221207184998064	-0.183723097534885	0.626137467531013	2.69486339189589	1.11878022523381	0.272696938756401	0.496424908124032	-5.75491830249012
R3HCC1L	-0.162073993709821	-0.458796759064126	0.134648771644483	2.88700405364469	-1.11863466879041	0.272758000769802	0.496463938065895	-5.75507490895828
UBE2Q2P2	-0.325253744116676	-0.920984403105278	0.270476914871926	1.7749624407739	-1.11814509249926	0.272963454018427	0.496710382189592	-5.75560151538206
SHTN1	0.201267876198467	-0.16737907643282	0.569914828829753	1.84711240265816	1.11812311190373	0.272972680906427	0.496710382189592	-5.75562515359299
ZNF764	-0.157452330439565	-0.445886240404616	0.130981579525487	2.30822207986478	-1.11796597116204	0.273038651092909	0.496727248876459	-5.75579413238808
DVL3	-0.120433884443027	-0.341065027620332	0.100197258734278	2.91006920187785	-1.11791217968062	0.273061236253875	0.496727248876459	-5.75585197122303
SCRN2	0.141342836314924	-0.117625143496433	0.400310816126281	5.15965912525016	1.11777281221434	0.273119758041007	0.496761586333838	-5.75600181309942
TBC1D31	-0.186967515726173	-0.529558946895101	0.155623915442755	1.61773746286238	-1.11767482838594	0.273160907838392	0.496764321511618	-5.75610715087239
SFXN1	-0.159034272614573	-0.450468518524205	0.132399973295059	4.22726638355249	-1.1175731318683	0.273203621561713	0.496769899603578	-5.75621647107126
TMEM144	0.223445458913901	-0.186185020933908	0.63307593876171	2.58942173895964	1.11713350557335	0.273388325116901	0.496927605710603	-5.75668894952998
NOVA1	-0.178951391353815	-0.507031121754037	0.149128339046406	3.98116934850176	-1.11707283014428	0.273413824213759	0.496927605710603	-5.75675414575944
UHRF1	-0.191030734454555	-0.541264517612969	0.159203048703859	0.621867815126121	-1.11704590023954	0.273425142165322	0.496927605710603	-5.7567830811202
APLP1	-0.186580004205982	-0.528676731451385	0.15551672303942	0.46544923518751	-1.11697123235668	0.273456524936263	0.496927605710603	-5.75686330615223
NEDD4L	0.228985573468964	-0.190891013893509	0.648862160831437	2.46826199964751	1.11689480770545	0.273488648761398	0.496927605710603	-5.75694541363226
CAMSAP1	0.178741968645311	-0.149091883831912	0.506575821122534	1.40427097225707	1.11660237821684	0.273611591718237	0.497027884468138	-5.75725954042375
PQLC1	-0.121837555198717	-0.345307513446352	0.101632403048918	2.18281831477582	-1.11657483812439	0.273623172151733	0.497027884468138	-5.7572891200326
ANAPC1	-0.129961545793626	-0.368354209124737	0.108431117537486	3.01005168734812	-1.11647188608987	0.273666465954044	0.497034471431246	-5.75739969041381
CECR1	0.508357622717078	-0.424322012075674	1.44103725750983	2.6351773484699	1.11625304087107	0.273758512017332	0.497129587764808	-5.75763469904728
TBC1D10A	-0.159741008685929	-0.452865490995909	0.133383473624051	3.83411866991112	-1.11606666908881	0.273836917370156	0.49718966151808	-5.75783480267997
SRGAP3	0.241413938116237	-0.2016413945299	0.684469270762373	2.12513069325537	1.11591260014513	0.273901745348275	0.49718966151808	-5.75800020038067
SGF29	-0.160131972453918	-0.454042355444057	0.133778410536221	4.19793876425407	-1.11580661908383	0.273946345683726	0.49718966151808	-5.75811396217749
CDYL2	-0.151444990667771	-0.429413409995641	0.1265234286601	0.77903288569418	-1.11579719216027	0.27395031309823	0.49718966151808	-5.75812408071315
CES1	0.346890009575438	-0.290101227984078	0.983881247134955	5.62958164497261	1.11528058757699	0.274167794550528	0.497512304955556	-5.75867846701061
SEPN1	-0.153412135737841	-0.43516920353507	0.128344932059388	2.80827577568811	-1.11509201497198	0.274247211269828	0.497520366595903	-5.75888077243225
FAM13B	0.184388004732559	-0.154262612937022	0.523038622402139	2.48795951387124	1.1150814769603	0.274251649806696	0.497520366595903	-5.75889207695431
LINC00967	0.239335826261487	-0.200326352303508	0.678998004826482	3.23858196655414	1.11484480513412	0.274351347951797	0.497629182083962	-5.75914593804758
SLFN13	0.22994843066398	-0.192664191120093	0.652561052448053	2.07752631790828	1.11432992946651	0.274568329752843	0.497930533786781	-5.75969803877051
SFXN3	0.13780095771793	-0.115473109786013	0.391075025221874	5.41308234258468	1.11426199960696	0.274596966358073	0.497930533786781	-5.75977086251359
FAM72A	-0.218548085398862	-0.620282403543573	0.18318623274585	1.57441234695866	-1.11412490409173	0.274654767080039	0.497956234636401	-5.7599178224827
SOCS2	0.244442065148034	-0.204924771782647	0.693808902078715	2.56036477896032	1.11403987146678	0.274690622011716	0.497956234636401	-5.76000896517761
C10orf128	-0.171965359883287	-0.488175958313125	0.144245238546551	0.300291724265061	-1.11375677712497	0.274810016099654	0.498100607801051	-5.76031235566246
CYP2D7	-0.167324871556295	-0.47503848784736	0.140388744734769	0.846930027138421	-1.11362659770286	0.274864931367571	0.498128086496336	-5.76045184452855
SNHG8	-0.216473292520016	-0.6146770930444	0.181730508004367	7.32151737269505	-1.11333209982713	0.274989192351173	0.498224794582895	-5.76076734772372
RP11.166B2.1	-0.32236056541484	-0.915359256778109	0.270638125948428	1.6778511057423	-1.11330454681164	0.275000820189476	0.498224794582895	-5.76079686208459
ENC1	0.241350674647122	-0.202689469588625	0.685390818882869	1.44049357687178	1.11314589982265	0.275067778783713	0.498224794582895	-5.76096678929137
PARP4	0.136336942939473	-0.114542598524513	0.38721648440346	2.81641345992445	1.1129460521786	0.275152143232677	0.498224794582895	-5.76118081515641
PAPSS1	-0.158531928800482	-0.450272668367988	0.133208810767024	5.0234945504548	-1.11287265912974	0.275183130328169	0.498224794582895	-5.76125940627656
LRRC45	-0.170474992706433	-0.484202887316786	0.14325290190392	1.27712545971292	-1.11284160618157	0.275196241871515	0.498224794582895	-5.76129265712861
SWAP70	-0.178579067884088	-0.507230412287178	0.150072276519001	2.67990607850586	-1.11280981498568	0.27520966559213	0.498224794582895	-5.76132669760331
ZNF683	0.0823414662518361	-0.0692058193443291	0.233888751848001	0.210883471888043	1.11274651568825	0.275236394900463	0.498224794582895	-5.76139447278468
RABEP2	-0.143451663904024	-0.407606610644063	0.120703282836015	2.80458371355558	-1.11217377675801	0.275478329487754	0.498583162281226	-5.76200754995712
SKP1	-0.0749377109625117	-0.212940066820316	0.0630646448952929	9.48057713503653	-1.11208947764008	0.275513951766577	0.498583162281226	-5.76209776196198
SPATA5L1	0.230148061350676	-0.1938895602175	0.654185682918853	2.04249736677105	1.1115493267483	0.275742281954559	0.498864214947556	-5.76267565176848
SLC15A4	-0.147223243096178	-0.41847936739326	0.124032881200905	3.0326980603447	-1.11153370652525	0.275748886889607	0.498864214947556	-5.76269235952045
ADAMTS7	0.229573519621694	-0.19353193993115	0.652678979174538	2.72779013068629	1.11121724364416	0.27588272617344	0.499034294637391	-5.76303080935642
ITPK1	-0.121694892344093	-0.346018629490067	0.102628844801881	1.61131559738683	-1.11102268929777	0.275965030769546	0.499061672262799	-5.76323883710116
GRB2	0.0799986986715304	-0.0674691491737753	0.227466546516836	4.95823532902034	1.11099317019946	0.275977520120426	0.499061672262799	-5.76327039756737
ZBTB9	0.154027580412597	-0.129936085196144	0.437991246021338	2.02755034974552	1.110865625907	0.276031488005246	0.499062519023627	-5.76340675327146
CCDC159	-0.179416502010797	-0.510205330232465	0.151372326210872	4.23682877997584	-1.11080380937954	0.276057647194953	0.499062519023627	-5.7634728352558
PEX11B	0.103875085898223	-0.0876991061512563	0.295449277947702	4.36200491047274	1.11045305227426	0.276206112466816	0.499258884767629	-5.76384773165603
RAB18	-0.0905253272938711	-0.257494738801461	0.0764440842137189	6.35105746418609	-1.11034769688864	0.276250717540042	0.499267487491234	-5.76396031653446
NTHL1	-0.154674400778654	-0.44003541750711	0.130686615949801	3.46711442755446	-1.11006806127327	0.276369134003094	0.49940946770389	-5.76425909343861
CCRL2	0.240680096147784	-0.203477605356907	0.684837797652475	2.39938714620107	1.10975928725014	0.27649993199309	0.499573777631352	-5.76458892342915
P2RY14	-0.111867658986016	-0.31840675903393	0.0946714410618978	0.163554272782883	-1.10924652892178	0.27671723685433	0.499894316289613	-5.76513646265728
CCDC88A	-0.0954434253204452	-0.271683488174528	0.0807966375336372	3.23853817250297	-1.10909101492755	0.27678316728439	0.499941341512672	-5.76530247962448
NAPEPLD	0.14557584451968	-0.123331177262681	0.41448286630204	3.02563248392029	1.10869728572151	0.276950139918661	0.500170834992912	-5.7657227050921
TANGO6	0.161375404544606	-0.136747151906789	0.459497960996001	2.23738268347199	1.10858325957628	0.2769985096199	0.500186096777251	-5.7658443792409
AIFM1	-0.122557014284961	-0.349080148788076	0.103966120218154	3.81479401415898	-1.10802974344168	0.277233396454614	0.500538106279007	-5.76643485851869
CTD.2554C21.2	-0.207346500439997	-0.590652770013229	0.175959769133235	2.09887197486046	-1.10783886216831	0.277314430858736	0.500541065878718	-5.76663842412189
ZNF473	-0.140077203004645	-0.399027930693849	0.118873524684559	2.12770786822085	-1.10783768532733	0.277314930513173	0.500541065878718	-5.7666396790662
LINC01138	0.215384106064923	-0.182860357090374	0.613628569220219	3.2136742141694	1.10761725931791	0.277408528756661	0.500582533102958	-5.76687471258959
RP11.163E9.2	0.270033037534775	-0.229266957482982	0.769333032552531	0.844832616673848	1.10759541397671	0.277417806054824	0.500582533102958	-5.76689800328195
NOC3L	-0.147135625645995	-0.4192220709502	0.124950819658209	3.41222717589464	-1.1074821683774	0.277465902862976	0.500597230075319	-5.76701873480948
RIPK1	0.130256128970813	-0.11100214058102	0.371514398522646	2.88106968076408	1.10571135052	0.278218769883693	0.501834784267653	-5.7689051421227
KDM4C	-0.121788085364248	-0.347368298213075	0.10379212748458	3.32791011005609	-1.10568039657258	0.278231943041292	0.501834784267653	-5.7689380920374
LINC01220	-0.348355127253191	-0.994063000717713	0.297352746211331	0.914922042020807	-1.10487191406841	0.278576169668243	0.502342142583819	-5.76979840829728
CTD.3162L10.1	-0.247385418895712	-0.70595357328349	0.211182735492066	1.79958524370639	-1.10483141790991	0.278593419697922	0.502342142583819	-5.76984148563014
GINS3	-0.169642442997942	-0.484155170784184	0.144870284788299	2.25450905208903	-1.10464339885959	0.278673519654995	0.502414273565049	-5.77004146986729
CDK5RAP2	-0.126391239430695	-0.360766183528772	0.107983704667383	3.06842284179321	-1.1044132289162	0.278771599234931	0.502518794189855	-5.7702862450338
WDHD1	0.169645966052365	-0.145035897435439	0.484327829540169	1.48661455055249	1.104072601777	0.27891679203956	0.502708199691555	-5.7706484007679
LINC01291	-0.333770177883824	-0.953948834373839	0.28640847860619	1.00171111482813	-1.10219014407906	0.279720170014891	0.504083666084651	-5.77264799253939
WWP1	0.158949446977784	-0.136447773998799	0.454346667954368	3.03363533981843	1.10199195717544	0.279804846755742	0.504163751775876	-5.77285832983567
PKD2	0.170900307964474	-0.146743814503613	0.488544430432561	3.195779309132	1.1018635848221	0.279859704539502	0.504190093153122	-5.77299455394451
BISPR	0.268511930496155	-0.230877285674954	0.767901146667263	3.18308037643478	1.10115951522219	0.280160713933523	0.504659825415044	-5.77374142902645
CRIP2	0.285790716609168	-0.245793581611326	0.817375014829662	7.5520769557025	1.10103666623286	0.280213259050238	0.504681922653368	-5.77387170214306
ATP13A4	0.147563804547212	-0.126989513695042	0.422117122789466	0.768620090403655	1.10072531772653	0.280346461010466	0.504744672469251	-5.77420180680088
GTF2H2C	-0.118071879256116	-0.337755152662252	0.10161139415002	4.18606451760876	-1.10071603519985	0.280350432981969	0.504744672469251	-5.77421164721111
MIPOL1	-0.181144383598454	-0.518235322357917	0.15594655516101	2.89060298557656	-1.1005343530871	0.280428182445851	0.504744672469251	-5.77440423320481
CNIH1	0.117765379269211	-0.101389860945405	0.336920619483827	7.35631290349595	1.10050389615453	0.280441217766732	0.504744672469251	-5.77443651520177
CASD1	-0.136451297123293	-0.390384530302196	0.11748193605561	2.44379498272141	-1.10048451272201	0.280449513945006	0.504744672469251	-5.77445705971799
HOMER3	-0.169507424964867	-0.485055502598831	0.146040652669097	2.9301797933116	-1.10014263726706	0.280595866737614	0.504935546491785	-5.77481935937674
NUPR1	-0.138812715878865	-0.397259950515935	0.119634518758205	7.85070129426387	-1.09997590126874	0.280667264253709	0.504991502168147	-5.77499601909032
FTCD	0.643755522151233	-0.555691228521815	1.84320227282428	2.60586360800639	1.09917237280437	0.281011523063713	0.505538317873413	-5.77584702800803
CAD	0.191395166050254	-0.165378665125896	0.548168997226405	2.90827281878126	1.09866118570872	0.281230690117186	0.50576433210764	-5.77638812491293
EID2B	0.16400304848164	-0.141743301230989	0.469749398194269	1.98216865331334	1.09854145156974	0.281282042766107	0.50576433210764	-5.77651483145667
WDFY4	0.2034155659447	-0.175826888316846	0.582658020206246	0.888544010114281	1.09848225014141	0.281307436082502	0.50576433210764	-5.77657747565581
RP11.488C13.7	-0.226136114943558	-0.647763305570756	0.195491075683641	0.729276008164275	-1.09841669421036	0.281335556954128	0.50576433210764	-5.77664684028897
TTC1	0.0888679738217877	-0.0768398768922341	0.25457582453581	5.34078759824154	1.09831775143047	0.281378003255732	0.50576433210764	-5.77675152432224
WDR73	-0.129457309554842	-0.370850834862006	0.111936215752322	4.48000270975415	-1.09831463025855	0.281379342308249	0.50576433210764	-5.77675482646284
TRAF5	-0.234350350201521	-0.671385638919829	0.202684938516787	3.60069057515884	-1.09818348910762	0.281435608912345	0.505792911599495	-5.776893563547
NECAB3	0.11863846814251	-0.102691477704303	0.339968413989323	2.92724055645163	1.09776950309387	0.281613283967194	0.50603964550537	-5.7773314288884
GBGT1	-0.132029812560801	-0.378383976863032	0.11432435174143	1.58697863116002	-1.09758435442862	0.281692772266036	0.506084657048378	-5.77752720829558
ASB8	0.125259148340157	-0.108474710793103	0.358993007473417	4.8388516136605	1.09752300888819	0.281719112762365	0.506084657048378	-5.77759206946588
PARP2	-0.103805558912575	-0.29761151362672	0.0900003958015705	4.79383580311433	-1.09693098286772	0.281973406909926	0.50642835815028	-5.77821785313245
COG3	-0.163107858130421	-0.467643307032412	0.14142759077157	3.67447066931502	-1.09688940214262	0.281991273329171	0.50642835815028	-5.77826179319542
NLRP3	0.0718909405912966	-0.0623797881062059	0.206161669288799	0.193189188976747	1.09652522986953	0.282147785569796	0.506636823328969	-5.77864656385475
ZNF639	0.161536032838007	-0.140223488784277	0.463295554460291	3.12644134151589	1.09631218001649	0.282239377912516	0.506728672480847	-5.77887161004071
NAV2	0.213244323626589	-0.185205704895544	0.611694352148721	1.54439943481648	1.09604762688571	0.28235314162312	0.50686029577904	-5.77915100380399
TMEM37	-0.305382249040504	-0.876090468694536	0.265325970613527	2.43900741959921	-1.0958609979945	0.282433415893484	0.506931772116509	-5.77934806487243
GPR137B	0.235237143038802	-0.204493772769889	0.674968058847494	3.27548212531154	1.09558153705317	0.282553650298651	0.507074941025794	-5.77964308965899
TRAV2	0.0794272203518555	-0.0691313223392162	0.227985763042927	0.0340402372936524	1.09495820570793	0.282821962179824	0.507474595797916	-5.78030088756238
JOSD2	-0.0868502724014688	-0.249304884775287	0.075604339972349	5.27186236027836	-1.09487602910582	0.282857348527745	0.507474595797916	-5.78038758246953
PGAP1	-0.151805843851236	-0.435792822309978	0.132181134607505	1.52070990905583	-1.09475231488277	0.282910627496925	0.507497517900712	-5.78051808761677
RGS1	0.196772134369518	-0.171456151197105	0.565000419936141	0.999679607859811	1.09439036120401	0.283066548221505	0.507701012058242	-5.78089983210282
CSNK1G1	-0.124999820760816	-0.358936570712892	0.10893692919126	2.36647839854559	-1.09430087659143	0.283105105447002	0.507701012058242	-5.78099419170636
THAP4	-0.148558137675436	-0.426623250011866	0.129506974660993	3.6363536612495	-1.09414719709694	0.283171331783041	0.507747107504508	-5.78115622694528
APOLD1	0.254297761797194	-0.221773688620026	0.730369212214414	1.80599962000368	1.09394681610446	0.283257700184938	0.507829300803731	-5.7813674715927
POLD1	-0.147172840408579	-0.422778778242381	0.128433097425223	2.28973005615838	-1.09361613870593	0.283400270193313	0.50801221538229	-5.78171599916782
ZNF575	-0.20640017224495	-0.592962391119341	0.180162046629441	1.63015999444649	-1.09349413691731	0.283452883627084	0.508033848068569	-5.78184456231702
SLC35A1	0.114489329567296	-0.0999788926314434	0.328957551766036	5.3473590641076	1.09327110345975	0.283549085127563	0.508133586477169	-5.7820795567406
TUBG2	-0.0979879352205237	-0.281596241362204	0.0856203709211562	4.9721989375498	-1.09296458834991	0.283681332969352	0.508297883899039	-5.78240243817636
RHEBP1	-0.329509015212089	-0.946993957155844	0.287975926731665	1.81648869576047	-1.09286555674477	0.28372407017658	0.50830177284995	-5.78250673983098
EIF4G3	0.119098153658492	-0.104122564270632	0.342318871587617	3.37048798281192	1.09268841122716	0.283800528996908	0.508309471797961	-5.78269329069927
MST1	0.171890429608903	-0.150309574351988	0.494090433569795	2.72843647981066	1.09257677509164	0.283848720479527	0.508309471797961	-5.78281083980418
